source;source_entry;date_day;date_month;date_year;actor_id;actor_first_name;actor_surname;status;phase;role
BRGA818;871665;8;7;1665;3245;Gillis;Van Tilborgh;tutor;start;painter
BRGA818;2461656B;24;6;1656;3245;Gillis;Van Tilborgh;tutor;start;painter
BRGA818;2461657F;24;6;1657;3245;Gillis;Van Tilborgh;tutor;start;painter
BRGA818;2461658F;24;6;1658;3245;Gillis;Van Tilborgh;tutor;start;painter
BRGA818;2461660D;24;6;1660;3245;Gillis;Van Tilborgh;tutor;start;painter
BRGA818;2461664;24;6;1664;3245;Gillis;Van Tilborgh;dean;start;painter
BRGA818;2631654;26;3;1654;3245;Gillis;Van Tilborgh;master;start;painter
BRGA818;00001663A;;;1663;3510;Jan;Raes;dean;start;goldsmith
BRGA818;1281661A;12;8;1661;3510;Jan;Raes;tutor;start;goldsmith
BRGA818;13111660B;13;11;1660;3510;Jan;Raes;tutor;start;goldsmith
BRGA818;2461660H;24;6;1660;3510;Jan;Raes;master;start;goldsmith
BRGA818;2461664;24;6;1664;3510;Jan;Raes;dean;start;goldsmith
BRGA818;00001663A;;;1663;3202;Matthys;Van den Steen;dean;start;glazier
BRGA818;1581653B;15;8;1653;3202;Matthys;Van den Steen;tutor;start;glazier
BRGA818;1881662;18;8;1662;3202;Matthys;Van den Steen;tutor;start;glazier
BRGA818;2011638;20;1;1638;3202;Matthys;Van den Steen;tutor;start;glazier
BRGA818;2461657G;24;6;1657;3202;Matthys;Van den Steen;tutor;start;glazier
BRGA818;2461664;24;6;1664;3202;Matthys;Van den Steen;dean;start;glazier
BRGA818;2741627;27;4;1627;3202;Matthys;Van den Steen;tutor;start;glazier
BRGA818;3041626A;30;4;1626;3202;Matthys;Van den Steen;master's son;start;glazier
BRGA818;00001663B;;;1663;5604;Peter;Van der Maelen;apprentice;start;glazier
BRGA818;00001663B;;;1663;2938;Jan [b];Jacobs;tutor;start;glazier
BRGA818;2441663;24;4;1663;2938;Jan [b];Jacobs;tutor;start;glazier
BRGA818;00001664A;;;1664;5571;Francois;Volders;apprentice;start;painter
BRGA818;00001664A;;;1664;513;Lucas;Achtschellinck;tutor;start;painter
BRGA818;00001687A;;;1687;513;Lucas;Achtschellinck;dean;start;painter
BRGA818;00001689D;;;1689;513;Lucas;Achtschellinck;tutor;start;painter
BRGA818;261676;2;6;1676;513;Lucas;Achtschellinck;tutor;start;painter
BRGA818;451681B;4;5;1681;513;Lucas;Achtschellinck;tutor;start;painter
BRGA818;871661;8;7;1661;513;Lucas;Achtschellinck;tutor;start;painter
BRGA818;1271683;12;7;1683;513;Lucas;Achtschellinck;tutor;start;painter
BRGA818;1661686;16;6;1686;513;Lucas;Achtschellinck;tutor;start;painter
BRGA818;1691674B;16;9;1674;513;Lucas;Achtschellinck;tutor;start;painter
BRGA818;17121657A;17;12;1657;513;Lucas;Achtschellinck;master;start;painter
BRGA818;17121657A;17;12;1657;513;Lucas;Achtschellinck;apprentice;former;painter
BRGA818;2461659B;24;6;1659;513;Lucas;Achtschellinck;tutor;start;painter
BRGA818;29101639;29;10;1639;513;Lucas;Achtschellinck;apprentice;start;painter
BRGA818;00001664B;;;1664;5574;Francois;Le Pies;apprentice;start;painter
BRGA818;00001664C;;;1664;5760;Simon;Polkasier;apprentice;start;glazier
BRGA818;00001665A;;;1665;5537;Melchior;Sallaert;dean;start;painter
BRGA818;00001672;;;1672;5537;Melchior;Sallaert;dean;start;painter
BRGA818;3101631;3;10;1631;5537;Melchior;Sallaert;master;start;painter
BRGA818;3101631;3;10;1631;5537;Melchior;Sallaert;apprentice;former;painter
BRGA818;1751621C;17;5;1621;5537;Melchior;Sallaert;apprentice;start;painter
BRGA818;2461666;24;6;1666;5537;Melchior;Sallaert;dean;start;painter
BRGA818;00001665A;;;1665;3252;Francois;Ysenbaut;dean;start;goldsmith
BRGA818;00001671B;;;1671;3252;Francois;Ysenbaut;tutor;start;goldsmith
BRGA818;00001678A;;;1678;3252;Francois;Ysenbaut;tutor;start;goldsmith
BRGA818;00001678B;;;1678;3252;Francois;Ysenbaut;dean;start;goldsmith
BRGA818;00001682B;;;1682;3252;Francois;Ysenbaut;dean;start;goldsmith
BRGA818;00001686A;;;1686;3252;Francois;Ysenbaut;dean;start;goldsmith
BRGA818;00001689E;;;1689;3252;Francois;Ysenbaut;dean;start;goldsmith
BRGA818;00001691A;;;1691;3252;Francois;Ysenbaut;dean;start;goldsmith
BRGA818;00001694A;;;1694;3252;Francois;Ysenbaut;dean;start;goldsmith
BRGA818;00001695A;;;1695;3252;Francois;Ysenbaut;dean;start;goldsmith
BRGA818;1101681;1;10;1681;3252;Francois;Ysenbaut;tutor;start;goldsmith
BRGA818;331675;3;3;1675;3252;Francois;Ysenbaut;tutor;start;goldsmith
BRGA818;751675;7;5;1675;3252;Francois;Ysenbaut;dean;;goldsmith
BRGA818;13111660D;13;11;1660;3252;Francois;Ysenbaut;tutor;start;goldsmith
BRGA818;1831664;18;3;1664;3252;Francois;Ysenbaut;tutor;start;goldsmith
BRGA818;2461654D;24;6;1654;3252;Francois;Ysenbaut;master;start;goldsmith
BRGA818;2461657E;24;6;1657;3252;Francois;Ysenbaut;tutor;start;goldsmith
BRGA818;2461666;24;6;1666;3252;Francois;Ysenbaut;dean;start;goldsmith
BRGA818;2861667;28;6;1667;3252;Francois;Ysenbaut;tutor;start;goldsmith
BRGA818;00001665A;;;1665;3140;Jan;Gillis;dean;start;glazier
BRGA818;00001670A;;;1670;3140;Jan;Gillis;dean;start;glazier
BRGA818;00001670E;;;1670;3140;Jan;Gillis;tutor;start;glazier
BRGA818;00001671A;;;1671;3140;Jan;Gillis;dean;start;glazier
BRGA818;131651A;1;3;1651;3140;Jan;Gillis;master's son;start;glazier
BRGA818;2461666;24;6;1666;3140;Jan;Gillis;dean;start;glazier
BRGA818;00001665B;;;1665;5762;Jan;Godtsvriendt;master;start;glazier
BRGA818;00001666;;;1666;5541;Jan;Ardyn;master's son;start;glazier
BRGA818;00001668;;;1668;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;00001670A;;;1670;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;00001671A;;;1671;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;00001672;;;1672;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;00001676;;;1676;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;00001677A;;;1677;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;00001680A;;;1680;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;00001685C;;;1685;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;00001688E;;;1688;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;00001692B;;;1692;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;00001693;;;1693;5482;Jan [b];Raes;dean;start;goldsmith
BRGA818;1101666;1;10;1666;5482;Jan [b];Raes;tutor;start;goldsmith
BRGA818;1101680;1;10;1680;5482;Jan [b];Raes;tutor;start;goldsmith
BRGA818;1101680;1;10;1680;5482;Jan [b];Raes;dean;;goldsmith
BRGA818;511676;5;1;1676;5482;Jan [b];Raes;tutor;former;goldsmith
BRGA818;7101664;7;10;1664;5482;Jan [b];Raes;tutor;start;goldsmith
BRGA818;1621668;16;2;1668;5482;Jan [b];Raes;tutor;start;goldsmith
BRGA818;19121670;19;12;1670;5482;Jan [b];Raes;tutor;start;goldsmith
BRGA818;2991672;29;9;1672;5482;Jan [b];Raes;tutor;start;goldsmith
BRGA818;00001669;;;1669;5492;Artus;De Kemp;dean;start;glazier
BRGA818;00001670F;;;1670;5492;Artus;De Kemp;tutor;start;glazier
BRGA818;00001683D;;;1683;5492;Artus;De Kemp;tutor;start;glazier
BRGA818;1571666;15;7;1666;5492;Artus;De Kemp;tutor;start;glazier
BRGA818;17121663;17;12;1663;5492;Artus;De Kemp;master's son;start;glazier
BRGA818;00001670B;;;1670;2784;Francois;Coppens;tutor;start;glazier
BRGA818;00001676;;;1676;2784;Francois;Coppens;dean;start;glazier
BRGA818;00001677A;;;1677;2784;Francois;Coppens;dean;start;glazier
BRGA818;00001677B;;;1677;2784;Francois;Coppens;tutor;start;glazier
BRGA818;00001677B;;;1677;2784;Francois;Coppens;dean;;glazier
BRGA818;131651C;1;3;1651;2784;Francois;Coppens;master;start;glazier
BRGA818;1311639A;13;1;1639;2784;Francois;Coppens;apprentice;start;glazier
BRGA818;3111674;31;1;1674;2784;Francois;Coppens;tutor;start;glazier
BRGA818;00001670B;;;1670;5489;Judocus;De Ridder;apprentice;start;glazier
BRGA818;00001670C;;;1670;5397;Hendrick;Van den Steen;tutor;start;goldsmith
BRGA818;511676;5;1;1676;5397;Hendrick;Van den Steen;tutor;start;goldsmith
BRGA818;1141669;11;4;1669;5397;Hendrick;Van den Steen;master;start;goldsmith
BRGA818;2071665;20;7;1665;5397;Hendrick;Van den Steen;apprentice;start;goldsmith
BRGA818;00001670C;;;1670;5374;Bartholomeus;Cortois;apprentice;start;goldsmith
BRGA818;1071679;10;7;1679;5374;Bartholomeus;Cortois;master;start;goldsmith
BRGA818;1521682C;15;2;1682;5374;Bartholomeus;Cortois;tutor;start;goldsmith
BRGA818;00001670D;;;1670;5491;Antoon;Van Noye;apprentice;start;goldsmith
BRGA818;00001670E;;;1670;5494;Jacob;Carlier;apprentice;start;glazier
BRGA818;00001670F;;;1670;5493;Jan Baptist;Huygens;apprentice;start;glazier
BRGA818;00001670G;;;1670;5498;Jan Baptist;De Champaigne;master;start;painter
BRGA818;00001671B;;;1671;5484;Hendrick;Libert;apprentice;start;goldsmith
BRGA818;00001671C;;;1671;5486;Johannes Baptist;De Backer;master's son;start;painter
BRGA818;00001671D;;;1671;5485;Peter Jan;Bout;master;start;painter
BRGA818;00001672;;;1672;5380;Michiel;Van Bronckhorst;dean;start;glazier
BRGA818;00001678B;;;1678;5380;Michiel;Van Bronckhorst;dean;start;glazier
BRGA818;2561663;25;6;1663;5380;Michiel;Van Bronckhorst;tutor;start;glazier
BRGA818;00001673A;;;1673;5343;Peter;Cortois;dean;start;goldsmith
BRGA818;00001675B;;;1675;5343;Peter;Cortois;dean;start;goldsmith
BRGA818;00001679A;;;1679;5343;Peter;Cortois;dean;start;goldsmith
BRGA818;2021672;20;2;1672;5343;Peter;Cortois;master's son;start;goldsmith
BRGA818;00001673B;;;1673;5452;Maerten;De la Court;non-sworn in master;start;painter
BRGA818;00001686E;;;1686;5452;Maerten;De la Court;tutor;start;painter
BRGA818;1871686;18;7;1686;5452;Maerten;De la Court;tutor;start;painter
BRGA818;00001673C;;;1673;3074;Peter;Seghers;tutor;start;painter
BRGA818;1821646;18;2;1646;3074;Peter;Seghers;master's son;start;painter
BRGA818;00001673C;;;1673;5400;Jan;Van Avont;apprentice;start;painter
BRGA818;18101675;18;10;1675;5400;Jan;Van Avont;master;start;painter
BRGA818;00001673D;;;1673;5451;Peter;Herrebos;master;start;painter
BRGA818;00001688C;;;1688;5451;Peter;Herrebos;tutor;start;painter
BRGA818;00001675A;;;1675;891;David;Teniers;tutor;start;painter
BRGA818;2871675A;28;7;1675;891;David;Teniers;tutor;start;painter
BRGA818;2871675B;28;7;1675;891;David;Teniers;tutor;start;painter
BRGA818;2871675C;28;7;1675;891;David;Teniers;master;start;painter
BRGA818;00001675A;;;1675;5402;Gelaude;Daure Cour;apprentice;start;painter
BRGA818;00001677B;;;1677;5356;Cornelis;Coppens;apprentice;start;glazier
BRGA818;00001677C;;;1677;5383;Jacob;Nys;apprentice;start;painter
BRGA818;00001677C;;;1677;5384;Reynold;Cortkens;tutor;start;painter
BRGA818;00001678A;;;1678;5379;Peter;De Paepe;apprentice;start;goldsmith
BRGA818;00001678B;;;1678;563;Peter;Van Orley;dean;start;painter
BRGA818;00001688E;;;1688;563;Peter;Van Orley;dean;start;painter
BRGA818;00001696B;;;1696;563;Peter;Van Orley;tutor;start;painter
BRGA818;00001700H;;;1700;563;Peter;Van Orley;tutor;start;painter
BRGA818;00001703E;;;1703;563;Peter;Van Orley;tutor;start;painter
BRGA818;481693;4;8;1693;563;Peter;Van Orley;tutor;start;painter
BRGA818;9111692A;9;11;1692;563;Peter;Van Orley;tutor;start;painter
BRGA818;1321661A;13;2;1661;563;Peter;Van Orley;master's son;start;painter
BRGA818;00001679B;;;1679;5349;Peter;De Donderberghen;apprentice;start;glazier
BRGA818;00001679C;;;1679;5373;Jan Francois;Ysenbaut;master's son;start;goldsmith
BRGA818;00001679D;;;1679;5370;Peter;Pepersack;apprentice;start;glazier
BRGA818;00001680F;;;1680;5370;Peter;Pepersack;apprentice;start;glazier
BRGA818;00001680B;;;1680;5344;Gerard Antoon;Van Reykel;non-sworn in master;start;painter
BRGA818;00001680C;;;1680;5348;Francois;Thielen;master;start;painter
BRGA818;00001680D;;;1680;5367;Antoon;Goosens;apprentice;start;glazier
BRGA818;00001680E;;;1680;5711;Francois;Berbiers;apprentice;start;glazier
BRGA818;00001691C;;;1691;5711;Francois;Berbiers;master;start;glazier
BRGA818;00001697;;;1697;5711;Francois;Berbiers;dean;start;glazier
BRGA818;00001699A;;;1699;5711;Francois;Berbiers;dean;start;glazier
BRGA818;00001680E;;;1680;3270;Michiel;Coolemans;tutor;start;glazier
BRGA818;00001698E;;;1698;3270;Michiel;Coolemans;tutor;start;glazier
BRGA818;00001701H;;;1701;3270;Michiel;Coolemans;tutor;start;glazier
BRGA818;271686;2;7;1686;3270;Michiel;Coolemans;tutor;start;glazier
BRGA818;451667;4;5;1667;3270;Michiel;Coolemans;tutor;start;glazier
BRGA818;10111666B;10;11;1666;3270;Michiel;Coolemans;master;start;glazier
BRGA818;2461655E;24;6;1655;3270;Michiel;Coolemans;apprentice;start;glazier
BRGA818;00001680G;;;1680;5463;Reynier;Vrientschap;apprentice;start;glazier
BRGA818;00001680G;;;1680;5389;Maerten;De Kerck;tutor;start;glazier
BRGA818;1471676;14;7;1676;5389;Maerten;De Kerck;master's son;start;glazier
BRGA818;00001680H;;;1680;5466;Michiel;Lefebure;apprentice;start;glazier
BRGA818;00001680H;;;1680;2795;Jan;Odeyn;tutor;start;glazier
BRGA818;831641;8;3;1641;2795;Jan;Odeyn;tutor;start;glazier
BRGA818;871639A;8;7;1639;2795;Jan;Odeyn;master;start;glazier
BRGA818;1451643;14;5;1643;2795;Jan;Odeyn;tutor;start;glazier
BRGA818;00001680I;;;1680;5469;Jan Baptist;De Weerdt;apprentice;start;goldsmith
BRGA818;00001680I;;;1680;5392;Judocus;Van Dormael;tutor;start;goldsmith
BRGA818;00001682A;;;1682;5392;Judocus;Van Dormael;tutor;start;goldsmith
BRGA818;00001687A;;;1687;5392;Judocus;Van Dormael;dean;start;goldsmith
BRGA818;1521663;15;2;1663;5392;Judocus;Van Dormael;apprentice;start;goldsmith
BRGA818;2361676;23;6;1676;5392;Judocus;Van Dormael;master;start;goldsmith
BRGA818;00001681A;;;1681;5338;Jan Baptist;De Mediena;non-sworn in master;start;painter
BRGA818;00001681B;;;1681;5339;Hieronymus;Galle;non-sworn in master;start;painter
BRGA818;00001681C;;;1681;5340;Jacob;Huysmans;non-sworn in master;start;painter
BRGA818;1411693;14;1;1693;5340;Jacob;Huysmans;master;start;painter
BRGA818;00001681D;;;1681;5508;Willem;Van Rillaert;dean;start;painter
BRGA818;2691666;26;9;1666;5508;Willem;Van Rillaert;master's son;start;painter
BRGA818;00001681D;;;1681;2187;Erasmus;Crock;dean;start;glazier
BRGA818;00001683C;;;1683;2187;Erasmus;Crock;dean;start;glazier
BRGA818;00001684D;;;1684;2187;Erasmus;Crock;dean;start;glazier
BRGA818;00001688A;;;1688;2187;Erasmus;Crock;tutor;start;glazier
BRGA818;00001688A;;;1688;2187;Erasmus;Crock;dean;;glazier
BRGA818;00001688E;;;1688;2187;Erasmus;Crock;dean;start;glazier
BRGA818;00001701L;;;1701;2187;Erasmus;Crock;tutor;start;glazier
BRGA818;131651E;1;3;1651;2187;Erasmus;Crock;master;start;glazier
BRGA818;11111666;11;11;1666;2187;Erasmus;Crock;tutor;start;glazier
BRGA818;1241663;12;4;1663;2187;Erasmus;Crock;tutor;start;glazier
BRGA818;1311693;13;1;1693;2187;Erasmus;Crock;tutor;start;glazier
BRGA818;1661677;16;6;1677;2187;Erasmus;Crock;tutor;start;glazier
BRGA818;1881639A;18;8;1639;2187;Erasmus;Crock;apprentice;start;glazier
BRGA818;00001682A;;;1682;5538;Jan Baptist;Crick;apprentice;start;goldsmith
BRGA818;00001695D;;;1695;5538;Jan Baptist;Crick;master;start;goldsmith
BRGA818;00001697;;;1697;5538;Jan Baptist;Crick;dean;start;goldsmith
BRGA818;00001699A;;;1699;5538;Jan Baptist;Crick;dean;start;goldsmith
BRGA818;00001682B;;;1682;5549;Adriaen Francois;Baudewyns;dean;start;painter
BRGA818;1031694;10;3;1694;5549;Adriaen Francois;Baudewyns;tutor;start;painter
BRGA818;10111682;10;11;1682;5549;Adriaen Francois;Baudewyns;dean;;painter
BRGA818;1371686;13;7;1686;5549;Adriaen Francois;Baudewyns;tutor;start;painter
BRGA818;22111665;22;11;1665;5549;Adriaen Francois;Baudewyns;apprentice;start;painter
BRGA818;22111665;22;11;1665;5549;Adriaen Francois;Baudewyns;master;start;painter
BRGA818;2561682A;25;6;1682;5549;Adriaen Francois;Baudewyns;tutor;start;painter
BRGA818;2851682;28;5;1682;5549;Adriaen Francois;Baudewyns;tutor;start;painter
BRGA818;00001682B;;;1682;3271;Peter;De Backer;dean;start;glazier
BRGA818;2461655F;24;6;1655;3271;Peter;De Backer;apprentice;start;glazier
BRGA818;2891670B;28;9;1670;3271;Peter;De Backer;apprentice;former;glazier
BRGA818;2891670B;28;9;1670;3271;Peter;De Backer;master;start;glazier
BRGA818;00001683B;;;1683;5589;Christiaen;Crocx;master's son;start;glazier
BRGA818;00001685C;;;1685;5589;Christiaen;Crocx;dean;start;glazier
BRGA818;00001687A;;;1687;5589;Christiaen;Crocx;dean;start;glazier
BRGA818;00001704A;;;1704;5589;Christiaen;Crocx;dean;start;glazier
BRGA818;00001705A;;;1705;5589;Christiaen;Crocx;dean;start;glazier
BRGA818;00001706A;;;1706;5589;Christiaen;Crocx;dean;start;glazier
BRGA818;00001683C;;;1683;5510;Theodoor;Van Heil;dean;start;painter
BRGA818;00001684D;;;1684;5510;Theodoor;Van Heil;dean;start;painter
BRGA818;2161668;21;6;1668;5510;Theodoor;Van Heil;master's son;start;painter
BRGA818;00001683C;;;1683;5462;Jan Baptist;Timmermans;dean;start;goldsmith
BRGA818;00001684D;;;1684;5462;Jan Baptist;Timmermans;dean;start;goldsmith
BRGA818;00001690;;;1690;5462;Jan Baptist;Timmermans;dean;start;goldsmith
BRGA818;851672;8;5;1672;5462;Jan Baptist;Timmermans;master;start;goldsmith
BRGA818;00001683D;;;1683;5598;Antoon;Krick;apprentice;start;glazier
BRGA818;00001683D;;;1683;5439;Laurys;Van Rossum;tutor;start;glazier
BRGA818;00001686A;;;1686;5439;Laurys;Van Rossum;dean;start;glazier
BRGA818;1021682;10;2;1682;5439;Laurys;Van Rossum;tutor;start;glazier
BRGA818;1031674;10;3;1674;5439;Laurys;Van Rossum;master;start;glazier
BRGA818;1881662;18;8;1662;5439;Laurys;Van Rossum;apprentice;start;glazier
BRGA818;00001684A;;;1684;2979;Jan Baptist;Van Heil;tutor;start;painter
BRGA818;3101651;3;10;1651;2979;Jan Baptist;Van Heil;tutor;start;painter
BRGA818;1021663;10;2;1663;2979;Jan Baptist;Van Heil;tutor;start;painter
BRGA818;1511644;15;1;1644;2979;Jan Baptist;Van Heil;tutor;start;painter
BRGA818;1671686;16;7;1686;2979;Jan Baptist;Van Heil;tutor;start;painter
BRGA818;20121651;20;12;1651;2979;Jan Baptist;Van Heil;tutor;start;painter
BRGA818;2251676;22;5;1676;2979;Jan Baptist;Van Heil;tutor;start;painter
BRGA818;22101643A;22;10;1643;2979;Jan Baptist;Van Heil;master's son;start;painter
BRGA818;2461658E;24;6;1658;2979;Jan Baptist;Van Heil;tutor;start;painter
BRGA818;2581666;25;8;1666;2979;Jan Baptist;Van Heil;tutor;start;painter
BRGA818;00001684B;;;1684;5593;Dromsens;Smail;master;start;glazier
BRGA818;00001684C;;;1684;5594;Peter;Lambillot;master's son;start;gilder
BRGA818;00001688D;;;1688;5594;Peter;Lambillot;tutor;start;gilder
BRGA818;9111692B;9;11;1692;5594;Peter;Lambillot;tutor;start;gilder
BRGA818;00001685B;;;1685;5607;Carolus;Van Baeckegom;master;start;gilder
BRGA818;00001688F;;;1688;5607;Carolus;Van Baeckegom;tutor;start;gilder
BRGA818;00001691A;;;1691;5607;Carolus;Van Baeckegom;dean;start;gilder
BRGA818;00001698U;;;1698;5607;Carolus;Van Baeckegom;tutor;start;gilder
BRGA818;1101676;1;10;1676;5607;Carolus;Van Baeckegom;apprentice;start;gilder
BRGA818;1061676B;10;6;1676;5607;Carolus;Van Baeckegom;apprentice;start;gilder
BRGA818;2461692B;24;6;1692;5607;Carolus;Van Baeckegom;tutor;start;gilder
BRGA818;00001685C;;;1685;5352;Michiel;Allaert;dean;start;painter
BRGA818;1791684;17;9;1684;5352;Michiel;Allaert;tutor;start;painter
BRGA818;2951677;29;5;1677;5352;Michiel;Allaert;master's son;start;painter
BRGA818;00001686B;;;1686;5630;Lieven Illewardus;Van Achter;apprentice;start;painter
BRGA818;00001698R;;;1698;5630;Lieven Illewardus;Van Achter;non-sworn in master;start;painter
BRGA818;00001686B;;;1686;582;Jacob;Van der Heyden;tutor;start;painter
BRGA818;00001694F;;;1694;582;Jacob;Van der Heyden;tutor;start;painter
BRGA818;371690C;3;7;1690;582;Jacob;Van der Heyden;tutor;start;painter
BRGA818;511691;5;1;1691;582;Jacob;Van der Heyden;tutor;start;painter
BRGA818;1031679;10;3;1679;582;Jacob;Van der Heyden;master;start;painter
BRGA818;1661684;16;6;1684;582;Jacob;Van der Heyden;tutor;start;painter
BRGA818;2061683;20;6;1683;582;Jacob;Van der Heyden;tutor;start;painter
BRGA818;00001686C;;;1686;5633;Gillis;Wauters;apprentice;start;painter
BRGA818;00001686D;;;1686;5395;Peter;Leermans;tutor;start;painter
BRGA818;00001688B;;;1688;5395;Peter;Leermans;tutor;start;painter
BRGA818;2841676;28;4;1676;5395;Peter;Leermans;master;start;painter
BRGA818;00001686E;;;1686;5638;;Cotina;apprentice;start;painter
BRGA818;00001686F;;;1686;5639;;Van der Borcht;apprentice;start;painter
BRGA818;00001686F;;;1686;586;Lambert;De Hondt;tutor;start;painter
BRGA818;251682;2;5;1682;586;Lambert;De Hondt;tutor;start;painter
BRGA818;15111678;15;11;1678;586;Lambert;De Hondt;master;start;painter
BRGA818;00001687B;;;1687;5644;Judocus;Van Overstaeten;apprentice;start;glazier
BRGA818;00001688A;;;1688;5646;Jacob;De Rock;apprentice;start;glazier
BRGA818;00001688B;;;1688;5648;Antoon;De Veuster;apprentice;start;painter
BRGA818;00001688C;;;1688;5649;Adriaen;Frankien;apprentice;start;painter
BRGA818;00001688D;;;1688;5650;Adriaen;Thielemans;apprentice;start;gilder
BRGA818;1791690;17;9;1690;5650;Adriaen;Thielemans;master;start;gilder
BRGA818;00001688F;;;1688;5653;Laurys;Casier;apprentice;start;gilder
BRGA818;00001694C;;;1694;5653;Laurys;Casier;master;start;gilder
BRGA818;00001689A;;;1689;5454;Ferdinand;Colyns;master;start;painter
BRGA818;00001695I;;;1695;5454;Ferdinand;Colyns;tutor;start;painter
BRGA818;00001699N;;;1699;5454;Ferdinand;Colyns;tutor;start;painter
BRGA818;00001701K;;;1701;5454;Ferdinand;Colyns;tutor;start;painter
BRGA818;2011673;20;1;1673;5454;Ferdinand;Colyns;apprentice;start;painter
BRGA818;00001689B;;;1689;5657;Carel;Faeghe;apprentice;start;glazier
BRGA818;00001689B;;;1689;5399;Jan Baptist;Meskens;tutor;start;glazier
BRGA818;2161682;21;6;1682;5399;Jan Baptist;Meskens;master;start;glazier
BRGA818;3081675;30;8;1675;5399;Jan Baptist;Meskens;apprentice;start;glazier
BRGA818;00001689C;;;1689;5662;Francois;De Coster;apprentice;start;gilder
BRGA818;00001689C;;;1689;5542;Francois;Reps;tutor;start;gilder
BRGA818;00001690;;;1690;5542;Francois;Reps;dean;start;gilder
BRGA818;1111694;11;1;1694;5542;Francois;Reps;tutor;start;gilder
BRGA818;1531682;15;3;1682;5542;Francois;Reps;master;start;gilder
BRGA818;2961673;29;6;1673;5542;Francois;Reps;apprentice;start;gilder
BRGA818;00001689D;;;1689;5672;[anonymous];;apprentice;start;painter
BRGA818;00001689E;;;1689;3246;Joris;Ringheler;dean;start;glazier
BRGA818;211663;2;1;1663;3246;Joris;Ringheler;tutor;start;glazier
BRGA818;4111669;4;11;1669;3246;Joris;Ringheler;tutor;former;glazier
BRGA818;2461654A;24;6;1654;3246;Joris;Ringheler;master;start;glazier
BRGA818;2461659A;24;6;1659;3246;Joris;Ringheler;tutor;start;glazier
BRGA818;00001689E;;;1689;5358;Thomas;Pins;dean;start;painter
BRGA818;00001698I;;;1698;5358;Thomas;Pins;dean;start;painter
BRGA818;nan101690;;10;1690;5358;Thomas;Pins;tutor;start;painter
BRGA818;1101676;1;10;1676;5358;Thomas;Pins;tutor;start;painter
BRGA818;3101661;3;10;1661;5358;Thomas;Pins;apprentice;start;painter
BRGA818;551678;5;5;1678;5358;Thomas;Pins;tutor;start;painter
BRGA818;1061676B;10;6;1676;5358;Thomas;Pins;tutor;start;painter
BRGA818;20111689;20;11;1689;5358;Thomas;Pins;tutor;start;painter
BRGA818;2461692C;24;6;1692;5358;Thomas;Pins;tutor;start;painter
BRGA818;2891670A;28;9;1670;5358;Thomas;Pins;master;start;painter
BRGA818;2891670A;28;9;1670;5358;Thomas;Pins;master;;painter
BRGA818;2961673;29;6;1673;5358;Thomas;Pins;tutor;start;painter
BRGA818;00001689F;;;1689;5430;Jan;Timmermans;master;start;glazier
BRGA818;1111674;1;11;1674;5430;Jan;Timmermans;apprentice;start;glazier
BRGA818;00001689G;;;1689;5674;Willem;Asselman;apprentice;start;glazier
BRGA818;00001689G;;;1689;5669;Hieronymus;Ringheler;tutor;start;glazier
BRGA818;00001691A;;;1691;5669;Hieronymus;Ringheler;dean;start;glazier
BRGA818;00001694A;;;1694;5669;Hieronymus;Ringheler;dean;start;glazier
BRGA818;00001695A;;;1695;5669;Hieronymus;Ringheler;dean;start;glazier
BRGA818;2101689;2;10;1689;5669;Hieronymus;Ringheler;master;start;glazier
BRGA818;00001691B;;;1691;5707;Dionysus;Van Waeyenbergh;master;start;glazier
BRGA818;00001695H;;;1695;5707;Dionysus;Van Waeyenbergh;tutor;start;glazier
BRGA818;00001691D;;;1691;5712;;Willemont;master;start;painter
BRGA818;00001692A;;;1692;5713;Johannes;Pletinckx;master;start;painter
BRGA818;00001692B;;;1692;5423;Raymandus;Ringheler;dean;start;glazier
BRGA818;00001693;;;1693;5423;Raymandus;Ringheler;dean;start;glazier
BRGA818;18101665;18;10;1665;5423;Raymandus;Ringheler;master's son;start;glazier
BRGA818;2451675;24;5;1675;5423;Raymandus;Ringheler;tutor;start;glazier
BRGA818;00001692B;;;1692;5553;Matthys;Schoevaert;dean;start;painter
BRGA818;00001693;;;1693;5553;Matthys;Schoevaert;dean;start;painter
BRGA818;00001696A;;;1696;5553;Matthys;Schoevaert;dean;start;painter
BRGA818;2341693;23;4;1693;5553;Matthys;Schoevaert;tutor;start;painter
BRGA818;2341693;23;4;1693;5553;Matthys;Schoevaert;dean;;painter
BRGA818;2561682A;25;6;1682;5553;Matthys;Schoevaert;apprentice;start;painter
BRGA818;2891690A;28;9;1690;5553;Matthys;Schoevaert;master;start;painter
BRGA818;00001694A;;;1694;5335;Quireyn;Van Nuvel;dean;start;painter
